"uniqueID","StudyID_IDALL","Authors","Year","Title","Citation","Unit_analysis","Study_design","Case_countries","Continent","Worldbank_national_income_group","Synthetic_fertiliser_category","Water_source","All_services_average_percent_transf","All_services_average","Yield","Recoded_aspect_of_yield","Freshwater","Fuelwood","Fiber","Biochemicals","Genetic_resources","Climate_regulation","Disease_regulation","Pest_regulation","Water_regulation","Water_purification","Pollination","Soil_formation","Nutrient_cycling","Aspect of Nutrient cycling measured","Primary_production","Biodiversity_composition_spp_occurrence_abunndance","Biodiversity_structure_habitat","Biodiversity_functions_processes_soil_organic_carbon","Recoded_spect_of_function","Econ_wellbeing_average_percent_transf","Econ_wellbeing_average","Profit","Financial_security","Physical_capital","Savings_labour_cost","Combined_ecological_social_outcome"
237,435,"Ojiem J.O., Franke A.C., Vanlauwe B., de Ridder N., Giller K.E.",2014,"Benefits of legume-maize rotations: Assessing the impact of diversity on the productivity of smallholders in Western Kenya","Ojiem, J. O., Franke, A. C., Vanlauwe, B., de Ridder, N., & Giller, K. E. (2014). Benefits of legume–maize rotations: Assessing the impact of diversity on the productivity of smallholders in Western Kenya. Field Crops Research, 168, 75-85. doi:10.1016/j.fcr.2014.08.021","Plot","Experiment (on farm)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",64.9505,1.649505,"1.649505","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",43.83635,1.4383635,"1.9375","NA","NA","0.93922700000000003","Win-Mix"
238,436,"Onduru D.D., Du Preezb C.C.",2007,"Ecological and agro-economic study of small farms in sub-Saharan Africa","Onduru, D. D., & Preez, C. C. (2007). Ecological and agro-economic study of small farms in sub-Saharan Africa. Agronomy for Sustainable Development, 27(3), 197-208. doi:10.1051/agro:2007003","Plot","Experiment (on farm)","Kenya","Africa","LMIC","No synthetic","rainfed",79.8920795,1.798920795,"1.7915915899999999","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.8062499999999999","N full balance (reduction in N loss)","NA","NA","NA","NA","NA",3.0434783,1.030434783,"1.030434783","NA","Mixed","Mixed","Win-Mix"
239,441,"Oyeogbe A., Otoadese J., Ehanire B.",2021,"Diversification of maize-based intercropping systems in tropical rainforest agroecosystem of Nigeria: Productivity, profitability and soil fertility","Oyeogbe, A., Otoadese, J., & Ehanire, B. (2021). Diversification of maize-based intercropping systems in tropical rainforest agroecosystem of Nigeria: Productivity, profitability and soil fertility. Future of Food: Journal on Food, Agriculture and Society, 9(1), 1-7. doi:10.17170/kobra-202011192213","Plot","Experiment (on farm)","Nigeria","Africa","LMIC","Synthetic - below threshold","rainfed",33.0427124198113,1.33042712419811,"1.2576923099999999","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.2857143","Soil nitrogen (g/kg)","1.75","NA","NA","1.0283018867924529","NA",58.3024063,1.583024063,"1.5830240630000001","NA","NA","NA","Win-Win"
240,441,"Oyeogbe A., Otoadese J., Ehanire B.",2021,"Diversification of maize-based intercropping systems in tropical rainforest agroecosystem of Nigeria: Productivity, profitability and soil fertility","Oyeogbe, A., Otoadese, J., & Ehanire, B. (2021). Diversification of maize-based intercropping systems in tropical rainforest agroecosystem of Nigeria: Productivity, profitability and soil fertility. Future of Food: Journal on Food, Agriculture and Society, 9(1), 1-7. doi:10.17170/kobra-202011192214","Plot","Experiment (on farm)","Nigeria","Africa","LMIC","Synthetic - below threshold","rainfed",10.5333816933962,1.10533381693396,"1.1807692299999999","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","Soil nitrogen (g/kg)","1.25","NA","NA","0.99056603773584906","NA",25.4639052,1.254639052,"1.2546390519999999","NA","NA","NA","Mix-Win"
241,444,"Palaniappan S.P., Balasubramanian R., Ramesh T., Chandrasekaran A., Mani K.G., Velayutham M., Lal R.",2009,"Sustainable management of dryland alfisols (Red Soils) in South India","Palaniappan, S. P., Balasubramanian, R., Ramesh, T., Chandrasekaran, A., Mani, K. G., Velayutham, M., & Lal, R. (2009). Sustainable Management of Dryland Alfisols (Red Soils) in South India. Journal of Crop Improvement, 23(3), 275-299. doi:10.1080/15427520902809888","Farm","Experiment (on farm)","India","Asia","LMIC","No synthetic","rainfed",-3.14321926489227,0.968567807351077,"0.50380228136882133","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.4333333333333333","NA","NA","NA","NA",-40.6844106463878,0.593155893536122,"0.59315589353612164","NA","NA","NA","Mix-Lose"
242,444,"Palaniappan S.P., Balasubramanian R., Ramesh T., Chandrasekaran A., Mani K.G., Velayutham M., Lal R.",2009,"Sustainable management of dryland alfisols (Red Soils) in South India","Palaniappan, S. P., Balasubramanian, R., Ramesh, T., Chandrasekaran, A., Mani, K. G., Velayutham, M., & Lal, R. (2009). Sustainable Management of Dryland Alfisols (Red Soils) in South India. Journal of Crop Improvement, 23(3), 275-299. doi:10.1080/15427520902809889","Farm","Experiment (on farm)","India","Asia","LMIC","No synthetic","rainfed",52.7281368821293,1.52728136882129,"1.6045627376425855","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.45","NA","NA","NA","NA",215.209125475285,3.15209125475285,"3.1520912547528517","NA","NA","NA","Win-Win"
243,444,"Palaniappan S.P., Balasubramanian R., Ramesh T., Chandrasekaran A., Mani K.G., Velayutham M., Lal R.",2009,"Sustainable management of dryland alfisols (Red Soils) in South India","Palaniappan, S. P., Balasubramanian, R., Ramesh, T., Chandrasekaran, A., Mani, K. G., Velayutham, M., & Lal, R. (2009). Sustainable Management of Dryland Alfisols (Red Soils) in South India. Journal of Crop Improvement, 23(3), 275-299. doi:10.1080/15427520902809890","Farm","Experiment (on farm)","India","Asia","LMIC","No synthetic","rainfed",15.9695817490494,1.15969581749049,"1.1596958174904943","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",216.197718631179,3.16197718631179,"3.1619771863117871","NA","NA","NA","Win-Win"
244,444,"Palaniappan S.P., Balasubramanian R., Ramesh T., Chandrasekaran A., Mani K.G., Velayutham M., Lal R.",2009,"Sustainable management of dryland alfisols (Red Soils) in South India","Palaniappan, S. P., Balasubramanian, R., Ramesh, T., Chandrasekaran, A., Mani, K. G., Velayutham, M., & Lal, R. (2009). Sustainable Management of Dryland Alfisols (Red Soils) in South India. Journal of Crop Improvement, 23(3), 275-299. doi:10.1080/15427520902809891","Farm","Experiment (on farm)","India","Asia","LMIC","No synthetic","rainfed",-11.787072243346,0.88212927756654,"0.88212927756653992","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",35.361216730038,1.35361216730038,"1.3536121673003803","NA","NA","NA","Lose-Win"
245,444,"Palaniappan S.P., Balasubramanian R., Ramesh T., Chandrasekaran A., Mani K.G., Velayutham M., Lal R.",2009,"Sustainable management of dryland alfisols (Red Soils) in South India","Palaniappan, S. P., Balasubramanian, R., Ramesh, T., Chandrasekaran, A., Mani, K. G., Velayutham, M., & Lal, R. (2009). Sustainable Management of Dryland Alfisols (Red Soils) in South India. Journal of Crop Improvement, 23(3), 275-299. doi:10.1080/15427520902809892","Farm","Experiment (on farm)","India","Asia","LMIC","No synthetic","rainfed",60.4562737642585,1.60456273764259,"1.6045627376425855","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",215.209125475285,3.15209125475285,"3.1520912547528517","NA","NA","NA","Win-Win"
246,444,"Palaniappan S.P., Balasubramanian R., Ramesh T., Chandrasekaran A., Mani K.G., Velayutham M., Lal R.",2009,"Sustainable management of dryland alfisols (Red Soils) in South India","Palaniappan, S. P., Balasubramanian, R., Ramesh, T., Chandrasekaran, A., Mani, K. G., Velayutham, M., & Lal, R. (2009). Sustainable Management of Dryland Alfisols (Red Soils) in South India. Journal of Crop Improvement, 23(3), 275-299. doi:10.1080/15427520902809893","Farm","Experiment (on farm)","India","Asia","LMIC","No synthetic","rainfed",69.5817490494297,1.6958174904943,"1.6958174904942966","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",258.326996197719,3.58326996197719,"3.5832699619771864","NA","NA","NA","Win-Win"
247,453,"Parihar M.D., Parihar C.M., Nanwal R.K., Singh A.K., Jat S.L., Nayak H.S., Ghasal P.C., Jewlia H.R., Choudhary M., Jat M.L.",2019,"Effect of different tillage and residue management practices on crop and water productivity and economics in maize (Zea mays) based rotations","Parihar, M. D., Parihar, C. M., Nanwal, R. K., Singh, A. K., Jat, S. L., Nayak, H. S., . . . Jat, M. L. (2019). Effect of different tillage and residue management practices on crop and water productivity and economics in maize (Zea mays) based rotations. Indian Journal of Agricultural Sciences, 89(2), 360-366.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",5.16822400000001,1.05168224,"1.0319060200000001","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","1.0912347","NA","NA","NA","NA","NA","1.031906","NA","NA","NA","NA",11.1948302,1.111948302,"1.132454004","NA","Positive","1.0914425999999999","Win-Win"
248,461,"Paudel B., Chan C., Halbrendt J., Crow S.E., Radovich T.J.K., Norton G.",2016,"Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal","Paudel, B., Chan, C., Halbrendt, J., Crow, S. E., Radovich, T. J. K., & Norton, G. (2016). Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal. Journal of Soil and Water Conservation, 71(2), 103-117. doi:10.2489/jswc.71.2.103","Village","Experiment (on farm)","Nepal","Asia","LMIC","Unknown","rainfed",16.849605,1.16849605,"1.2224550999999999","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.1145370000000001",NA,"NA","NA","NA","NA","NA","NA",19.4058611805122,1.19405861180512,"NA","NA","1.0456749999999999","1.3424422236102436","Win-Win"
249,461,"Paudel B., Chan C., Halbrendt J., Crow S.E., Radovich T.J.K., Norton G.",2016,"Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal","Paudel, B., Chan, C., Halbrendt, J., Crow, S. E., Radovich, T. J. K., & Norton, G. (2016). Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal. Journal of Soil and Water Conservation, 71(2), 103-117. doi:10.2489/jswc.71.2.104","Village","Experiment (on farm)","Nepal","Asia","LMIC","Unknown","rainfed",33.410595,1.33410595,"1.1655689","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.502643",NA,"NA","NA","NA","NA","NA","NA",18.24576514499,1.1824576514499,"NA","NA","1","1.3649153028997991","Win-Mix"
250,461,"Paudel B., Chan C., Halbrendt J., Crow S.E., Radovich T.J.K., Norton G.",2016,"Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal","Paudel, B., Chan, C., Halbrendt, J., Crow, S. E., Radovich, T. J. K., & Norton, G. (2016). Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal. Journal of Soil and Water Conservation, 71(2), 103-117. doi:10.2489/jswc.71.2.105","Village","Experiment (on farm)","Nepal","Asia","LMIC","Unknown","rainfed",23.59088,1.2359088,"1.3577235999999999","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.1140939999999999",NA,"NA","NA","NA","NA","NA","NA",8.95342113847137,1.08953421138471,"NA","NA","0.92035400000000001","1.2587144227694274","Win-Mix"
251,461,"Paudel B., Chan C., Halbrendt J., Crow S.E., Radovich T.J.K., Norton G.",2016,"Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal","Paudel, B., Chan, C., Halbrendt, J., Crow, S. E., Radovich, T. J. K., & Norton, G. (2016). Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal. Journal of Soil and Water Conservation, 71(2), 103-117. doi:10.2489/jswc.71.2.106","Village","Experiment (on farm)","Nepal","Asia","LMIC","Unknown","rainfed",33.013465,1.33013465,"1.1578853","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.5023839999999999",NA,"NA","NA","NA","NA","NA","NA",-13.0133154903186,0.869866845096814,"NA","NA","1.0228379999999999","0.71689569019362898","Win-Mix"
252,461,"Paudel B., Chan C., Halbrendt J., Crow S.E., Radovich T.J.K., Norton G.",2016,"Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal","Paudel, B., Chan, C., Halbrendt, J., Crow, S. E., Radovich, T. J. K., & Norton, G. (2016). Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal. Journal of Soil and Water Conservation, 71(2), 103-117. doi:10.2489/jswc.71.2.107","Village","Experiment (on farm)","Nepal","Asia","LMIC","Unknown","rainfed",33.013465,1.33013465,"1.1578853","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.5023839999999999",NA,"NA","NA","NA","NA","NA","NA",-8.1614102641401,0.918385897358599,"NA","NA","0.99166699999999997","0.8451047947171979","Win-Lose"
253,461,"Paudel B., Chan C., Halbrendt J., Crow S.E., Radovich T.J.K., Norton G.",2016,"Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal","Paudel, B., Chan, C., Halbrendt, J., Crow, S. E., Radovich, T. J. K., & Norton, G. (2016). Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal. Journal of Soil and Water Conservation, 71(2), 103-117. doi:10.2489/jswc.71.2.108","Village","Experiment (on farm)","Nepal","Asia","LMIC","Unknown","rainfed",37.8744,1.378744,"1.2548779999999999","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.50261",NA,"NA","NA","NA","NA","NA","NA",-13.0910483530541,0.869089516469459,"NA","NA","0.91166800000000003","0.82651103293891892","Win-Lose"
254,477,"Pradhan A., Chan C., Roul P.K., Halbrendt J., Sipes B.",2018,"Potential of conservation agriculture (CA) for climate change adaptation and food security under rainfed uplands of India: A transdisciplinary approach","Pradhan, A., Chan, C., Roul, P. K., Halbrendt, J., & Sipes, B. (2018). Potential of conservation agriculture (CA) for climate change adaptation and food security under rainfed uplands of India: A transdisciplinary approach. Agricultural Systems, 163, 27-35. doi:10.1016/j.agsy.2017.01.002","Village","Experiment (on farm)","India","Asia","LMIC","Synthetic - below threshold","rainfed",39.0599656964316,1.39059965696432,"1.4492405510420345","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.3319587628865979","NA","NA","NA","NA","NA","NA","NA",35.7649442755826,1.35764944275583,"1.3576494427558257","NA","NA",NA,"Win-Win"
255,478,"Pradhan A., Idol T., Roul P.K.",2016,"Conservation agriculture practices in rainfed uplands of india improve maize-based system productivity and profitability","Pradhan, A., Idol, T., & Roul, P. K. (2016). Conservation Agriculture Practices in Rainfed Uplands of India Improve Maize-Based System Productivity and Profitability. Front Plant Sci, 7(2016JULY), 1008. doi:10.3389/fpls.2016.01008","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",62.5447484982707,1.62544748498271,"1.6254474849827072","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","Positive","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",58.0953084994285,1.58095308499429,"2.2126675913083678","NA","NA","0.94923857868020323","Win-Win"
256,738,"Qian X, Zang HD, Xu HS, et al.",2018,"Relay strip intercropping of oat with maize, sunflower and mung bean in semi-arid regions of Northeast China: Yield advantages and economic benefits","Qian, X., Zang, H. D., Xu, H. S., Hu, Y. G., Ren, C. Z., Guo, L. C., . . . Zeng, Z. H. (2018). Relay strip intercropping of oat with maize, sunflower and mung bean in semi-arid regions of Northeast China: Yield advantages and economic benefits. Field Crops Research, 223, 33-40. doi:10.1016/j.fcr.2018.04.004","Plot","Experiment (research station)","China","Asia","UMIC","Synthetic - below threshold","irrigation",91.5116029096336,1.91511602909634,"1.7249299026884382","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","2.1053021555042339","NA","NA","NA","NA",0.247275670197422,1.00247275670197,"1.0638412189254209","0.9411042944785275","NA","NA","Win-Mix"
257,489,"Rajput R.L., Kushwaha B.B.",2021,"Yield analysis of chickpea (Cicer arietinum) with mustard (brassaca juncea) intercropping system as influenced by weed management practices","Rajput, R. L., & Kushwaha, B. B. (2020). Yield Analysis of Chickpea (Cicer arietinum) with Mustard (Brassaca juncea) Intercropping System as Influenced by Weed Management Practices. Legume Research - an International Journal, 44(Of), 94-97. doi:10.18805/lr-3842","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",34.7054648687012,1.34705464868701,"1.3470546486870121","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",85.3690303907381,1.85369030390738,"1.8536903039073807","NA","NA","NA","Win-Win"
